AlbumID_Original,AlbumName,AlbumType,AlbumReleaseDate
ALB390698,Sorry Mamy,single,2019-10-21
ALB531682,Dentro e fuori,album,2015-06-02
ALB359624,Malammore,album,2016-07-15
ALB169342,Gata Only,single,2024-02-02
ALB574376,Faccio un casino (TJ Unicorno Remix),single,2017-12-27
ALB403000,M' Manc (con Geolier & Sfera Ebbasta),single,2020-06-11
ALB448051,Non Ci Sto,single,2019-08-29
ALB291784,"KRIMINAL (feat. Guè, Gemitaiz & Samurai Jay)",single,2020-04-09
ALB373991,"La Mia Parola (feat. Guè, Joshua, Tormento)",single,2025-02-12
ALB362603,"Hope (feat. Izi, Joshua)",single,2024-10-03
ALB431556,Cuore,single,2022-06-23
ALB378312,"Spirito Libero (feat. Guè, Joshua, Tormento)",single,2025-05-07
ALB327656,Thori & Rocce,album,2011-01-01
ALB188709,Immobile,single,2010
ALB291734,Swan Songs (Collector’s Edition),album,2011-01-01
ALB282458,Pimper's Paradise (feat. Tommy Dali),single,2020-04-14
ALB679397,TAXI DRIVER,album,2021-11-30
ALB755745,The Second Feeling,album,2008
ALB927157,Mate y Espíritu,album,2016-01-22
ALB831668,Apogeo,compilation,2016-01-12
ALB925966,Llena Mi Vida,single,2019-01-18
ALB689671,RAP ITALIANO 2010-2020 HITS Vol.1,compilation,2022-10-11
ALB544175,Golpes de Realidad,album,2021-09-17
ALB378902,MM Vol. 2,album,2016-11-11
ALB274889,Back Home,album,2018-02-02
ALB437444,Doppelganger,album,2015-09-11
ALB731549,MM Vol. 4,album,2021-11-12
ALB345748,MM Vol. 3,album,2019-02-01
ALB923034,Into the Blues,album,2007-04-13
ALB583080,Saviour Machine,album,2004-01-01
ALB480668,Soldi in Nero (feat. Sfera Ebbasta),single,2019-11-28
ALB689926,Kepler,album,2014-05-27
ALB327273,Hangman,single,2018-02-28
ALB593702,Into the Enchanted Chamber,album,2005-01-01
ALB331031,For Honor,single,2017-02-28
ALB879839,Greatest Hits,compilation,1998-01-01
ALB277954,LONEWOLF,album,2024-05-30
ALB108265,SCUSATE IL RITARDO,album,2024-09-11
ALB526550,Good Vibes,album,2019-10-18
ALB816124,It's A Beautiful Thing,album,1999-01-07
ALB479150,The Madman's Return,album,1992-01-01
ALB997576,Malammore,album,2016-07-15
ALB680098,Depresso fortunato,single,2025-05-23
ALB609362,POLAROID,single,2023-01-13
ALB149086,"Rap Game, Vol. 2 (The Takeover) [Frank White Presents the Streets Headbangerz]",compilation,2014
ALB793119,Genesis,album,2017-08-02
ALB153852,Scatola Nera,album,2019-09-19
ALB245399,EAULDIE,single,2023-05-20
ALB119108,Babywoman,album,1995-03-21
ALB271909,Tales of a Madman,album,2019-08-23
ALB212951,Happy (Instrumental Version),album,2022-06-17
ALB901929,PENKILLER,album,2025-05-23
ALB718048,Scusate per il sangue,album,2014-09-04
ALB464605,RANCH,album,2025-05-09
ALB713614,Lovesick,album,2022-12-02
ALB221861,Kamikaze,album,2018-08-31
ALB740922,Madman,single,2022-10-21
ALB685350,Ironman,album,1996
ALB747132,Centrum,album,2013-06-05
ALB100356,10,album,2023-06-29
ALB601897,"Tales from the Dale, Ch. 1",album,2019-02-11
ALB474994,"The Legalizers: Legalize or Die, Vol. 1",album,2016-04-15
ALB254717,Paninaro 2.0,album,2018-09-21
ALB120669,"Madman With 2 Chopps, Pt. 2",album,2015-10-04
ALB435533,Madreperla,album,2023-01-13
ALB407079,LAVA FREESTYLE,single,2022-06-09
ALB906101,Plus de temps à perdre,album,2025-05-16
ALB113988,The Top Gun: Lex Lakaiser,album,2022-11-11
ALB298815,"The Unforgiven, Vol. 1",album,1999
ALB898619,Habemus Capa,album,2006-01-01
ALB875508,I Nomi del Diavolo,album,2024-03-01
ALB875067,Bob Dylan's Greenwich Village,compilation,2011-06-06
ALB310782,TUTTA VITA,album,2024-10-25
ALB945319,INSANO,album,2024-01-12
ALB690327,Equality (Instrumental Mix),single,2014-11-24
ALB553351,Nonostante Tutto (feat. Elisa),single,2025-04-10
ALB635126,Madman 2,album,2025-05-25
ALB788693,Northside Melodies,album,2024-05-31
ALB102867,Doubelievengod,album,1995
ALB381106,Scenario (Remixes),album,1991-09-22
ALB476536,La Volta Giusta – Red Bull Posse,single,2025-04-18
ALB809831,Top,album,2013
ALB412673,SANTANA MONEY GANG,album,2025-04-10
ALB448348,a me mi piace (feat. Manu Chao),single,2025-05-09
ALB134882,Possibili Scenari,album,2017-11-24
ALB257979,Il Coraggio Impossibile,album,2013-03-05
ALB674870,Dragonborn,album,2018-11-16
ALB660151,MI PIACE,album,2024-09-27
ALB236571,Bataklık,album,2020-04-14
ALB804104,Footprints,single,2021-07-09
ALB488007,Containers,album,2024-10-10
ALB893964,Luga Pandemic,single,2023-01-01
ALB533487,The Black Lodge,album,2015-06-30
ALB587000,"Machete Mixtape, Vol. 3",compilation,2014-09-23
ALB531134,VERA BADDIE,album,2024-06-27
ALB700747,Upalite za mnom sveće MAC 2023,single,2023-02-01
ALB887958,La Bella e la Bestia (Unplugged Version),single,2015-07-08
ALB899049,Ragazzi madre,album,2016-11-11
ALB831884,Ragazzi madre (1 Year Anniversary),album,2017-12-15
ALB633145,1969 - Achille Idol Rebirth,album,2020-09-25
ALB966477,Pour l'amour,album,2018-06-22
ALB792077,Dio c'è (Deluxe Version),album,2015-05-26
ALB759683,Achille Idol Immortale,album,2014-12-17
ALB300130,Incoscienti Giovani,single,2025-02-12
ALB789107,Comuni Mortali,album,2025-04-18
ALB774561,1990,album,2020-07-24
ALB858696,1920 - Achille Lauro & The Untouchable Band,album,2020-12-04
ALB252324,Amore Disperato,single,2024-09-20
ALB475626,1990 (Deluxe Version),album,2020-07-24
ALB217489,LAURO (Deluxe Version),album,2021-04-16
ALB213704,Young Crazy,single,2015-04-28
ALB792496,LAURO,album,2021-04-16
ALB475654,Canzoni per la decrescita felice,album,2025-03-14
ALB309272,Fragole,single,2023-05-12
ALB554755,Banda Kawasaki,single,2024-06-28
ALB895887,SOLO NOI,single,2021-02-19
ALB784370,LA BELLAVITA,album,2025-03-28
ALB425660,STRIPPER,single,2022-03-04
ALB394964,I Nomi del Diavolo,album,2024-03-01
ALB540734,DOMENICA,single,2022-02-02
ALB178664,Genesi,compilation,2013-01-01
ALB828829,Ultimo Piano,single,2024-06-07
ALB467232,Nuovi Incubi,album,2021-09-21
ALB844572,SANTANA MONEY GANG,album,2025-04-10
ALB898676,Top,album,2013
ALB597412,LAURO - Achille Idol Superstar,album,2022-02-11
ALB818803,Tarantelle,album,2019-05-03
ALB285651,Stupidi Ragazzi,single,2023-11-03
ALB627253,FERITE,album,2024-05-03
ALB464609,Ice Climbers,album,2020-09-30
ALB914290,Che Sarà,single,2022-11-25
ALB593546,LOCKED IN,album,2024-09-26
ALB738301,FEBBRE DELL'ORO (feat. Ele A),single,2025-03-19
ALB711788,Bianco Natale,single,2014-01-13
ALB811787,Ascensore per l'inferno (feat. Coez) [Radio Edit],single,2017-01-27
ALB130338,"Banda Kawasaki Rmx (feat. Zatla, Ryuk zc, Fandy, Commando, Yambo)",single,2024-06-26
ALB283011,apnea da un po'.,single,2025-04-24
ALB630620,Dasein Sollen,album,2016-10-13
ALB984560,Io In Terra,album,2017-09-08
ALB986560,Ossigeno - EP,single,2018-07-13
ALB393813,decrescendo.,album,2025-05-22
ALB594019,Dove Gli Occhi Non Arrivano,album,2019-03-22
ALB300066,TAXI DRIVER,album,2021-11-30
ALB469677,Rossetto (Intro),single,2017-03-16
ALB524321,Liam Gallagher,single,2017-11-30
ALB941653,Non Ho Mai Avuto La Mia Età,single,2018-10-04
ALB279010,Il Tempo Vola 2002-2020,compilation,2019-10-24
ALB203558,Aeroplanini di Carta,single,2016-07-14
ALB122249,"Red Bull 64 Bars, The Album",compilation,2021-05-27
ALB815899,il ritmo delle cose.,single,2025-02-12
ALB821791,La tana del granchio,single,2025-02-12
ALB900738,"odio, quindi sono.",single,2024-12-05
ALB560433,thisisme then: the best of common,compilation,2007-11-27
ALB201288,FAME,album,2025-01-31
ALB919051,SENTIMENTI,album,2025-06-06
ALB822456,Orange County California,album,2017-01-13
ALB783794,TAXI DRIVER (MTV Unplugged),album,2021-09-23
ALB667116,Botox,album,2022-10-04
ALB923980,Come non detto (feat. Ghemon),single,2012-07-20
ALB939715,Sole a catinelle - EP,single,2013-10-31
ALB387848,Il mio lato peggiore,album,2025-05-16
ALB664662,20 Exitos Originales,compilation,2007-03-13
ALB836353,Lo Spirito Che Suona,album,2018-10-26
ALB946942,Buona Pace,album,2010-05-25
ALB257182,Heavy Metal,album,2004
ALB709013,Nuovo Nuovo,album,2007-02-26
ALB464615,Fuoco Sacro,album,2024-03-15
ALB172135,Sotto assedio,album,1999-05-21
ALB968508,Pallottole Sull’Amore (feat. Fabri Fibra),single,2024-03-01
ALB842151,Rock' N' Roll,album,2002
ALB849199,Meme K Ultra,album,2022-03-25
ALB877590,Il tappeto dava un tono all'ambiente,album,2006-07-15
ALB481290,DJ Fede Presenta Tutti Dentro... Di Nuovo,album,2013-05-28
ALB262202,Fin da bambino,album,2012-07-03
ALB325453,Fuoco Sacro (feat. Colle Der Fomento),single,2024-01-01
ALB307363,B.B.C. Project,single,2011-03-28
ALB208069,Naturale,album,2004-01-01
ALB200816,BRAVA GENTE,album,2023-06-02
ALB107716,Parkour (Lato A),album,2021-10-15
ALB531261,Resta Vivo,single,2022-05-27
ALB851442,Touché,single,2023-11-07
ALB443954,Edgar Allan Flow,album,2024-06-02
ALB208503,DJ Screw and Screwed Up Click Presents: Screwed For Life,album,1998-01-01
ALB315970,La miglior vendetta,single,2018-11-23
ALB683636,OUTSIDER,album,2023-10-10
ALB688374,GIOVANE RONDO,album,2020-10-16
ALB534093,Segunda Temporada,album,2021-06-04
ALB787306,From Dark to Light,album,2020-11-01
ALB350999,CRIMI,album,2022-05-17
ALB202415,WE THE SQUAD Vol. 1 (SUMMER EDITION),album,2022-07-22
ALB462012,Bipopular,album,2018-04-27
ALB146321,Ain't No Half-Steppin',album,2018-05-12
ALB490924,Italiano,single,2022-05-05
ALB481999,ESCI DAL TUNNEL,album,2024-10-18
ALB125011,PACIETĪBAS MĒRLENTE VOL. 2 : MEŠKO KAPRIČO,album,2018-11-11
ALB407692,PrettyBoy - EP,single,2017-06-05
ALB602095,Young Siddhartha,single,2017-05-18
ALB423172,A Time 2 Kill,album,2012-04-06
ALB104583,Persona,album,2019-10-31
ALB742089,La légende de Johnny Niuuum,album,2012-03-16
ALB790640,1998,album,2023-11-24
ALB897060,NO FAKE LOVE,single,2025-03-15
ALB448346,YANG,album,2020-10-16
ALB123575,DELINQUENTE,album,2021-08-27
ALB277242,Untouchable,album,2021-11-26
ALB841284,May 24th,single,2019-01-03
ALB592475,Casus Belli,album,2013-02-05
ALB979051,Supercar Gattiger (Main Theme),single,2017-10-04
ALB619602,ALBV,single,2023-03-24
ALB447239,Cookie Monsta,single,2017-05-18
ALB736509,YIN,single,2019-10-04
ALB331527,?,album,2018-03-16
ALB979676,SANTANA MONEY GANG,album,2025-04-10
ALB346116,Rozzi,single,2019-09-11
ALB961139,WE DON'T TRUST YOU,album,2024-03-22
ALB218312,Genesis EP,single,2016-03-04
ALB343645,American Gangster,album,2007-11-06
ALB548792,Me & My Brother,album,2003-09-16
ALB248255,The Next Rap God 2,single,2021-11-24
ALB667179,Sete,single,2025-04-29
ALB176814,From Here On Out,album,2020-12-18
ALB730400,FEDE,album,2023-04-28
ALB804926,60 Hz,album,2004-01-07
ALB977798,Centerfold Sickness,album,2025-02-18
ALB128759,Ma 6-t va crack-er (Bande originale du film),compilation,1997-01-01
ALB146765,<3,single,2022-12-11
ALB551511,"Nothing But... Fuego for the Terrace, Vol. 24",compilation,2024-09-27
ALB430243,Eu Nem Gosto Tanto Assim de Trap,album,2020-06-25
ALB501990,Giovani Wannabe,single,2022-05-27
ALB646997,Money Maker Reloaded,album,2012-12-21
ALB498537,93 'til Infinity,album,1993-02-13
ALB461788,Desierto,album,2021-04-23
ALB593383,Late Night,single,2021-12-12
ALB858106,KINTSUGI,album,2024-05-10
ALB311669,È (BANGER),single,2024-04-19
ALB403583,Omnipotenz in D-Moll,album,2008-01-31
ALB298771,X2VR,album,2023-11-17
ALB839304,V per Ventidue,album,2025-05-09
ALB549348,radio vega,album,2025-03-14
ALB953868,Aeternum,album,2025-02-07
ALB895851,La Differenza,album,2019-11-15
ALB988908,Act 1,album,2020-07-07
ALB553467,Mozart: Don Giovanni,album,1997-01-01
ALB646924,Revolution,single,2025-02-04
ALB606095,Puccini: Gianni Schicchi,album,2015-03-18
ALB147434,S.U.N.S.H.I.N.E.,single,2015-07-16
ALB599065,Musica per bambini,album,2018-06-01
ALB694962,XENOVERSO,album,2022-04-14
ALB286064,Silenzio,album,2013-05-07
ALB639293,La morte di rinquore (14/2/08),single,2016-07-15
ALB683647,Non esistono,single,2014-03-18
ALB347688,Luce (Tramonti A Nord Est) (feat. La rappresentante di lista),single,2020-02-05
ALB442609,Seguime / Remind 2006,album,2016-06-10
ALB634275,Elettrico,album,2011-04-15
ALB395740,Tengo il respiro,single,2015
ALB262335,Acustico,album,2010-01-01
ALB827264,Never Die,album,2023-12-15
ALB568457,Razza Aliena,single,2020-05-24
ALB238879,Il Cuore e la Fame (DIECI - Ten Year Anniversary),album,2023-10-27
ALB905994,Dei nuovi animali,album,2011-10-24
ALB116732,PEZZO DI FIGA,single,2020-06-10
ALB622003,Niente di buono,single,2020-08-05
ALB714800,La Divina Commedia,album,2023-06-02
ALB802411,California Roll,single,2018-11-30
ALB237054,Non Siamo Più Quelli Di Mi Fist,album,2014-01-01
ALB264054,Il Cielo Della Vergine,album,1994-12-01
ALB416056,Comuni Mortali,album,2025-04-18
ALB308494,Dead poets,album,2016-12-20
ALB378824,PENKILLER,album,2025-05-23
ALB583928,Sinatra,album,2018-11-29
ALB882193,Yolandi,single,2022-05-20
ALB282909,Chocolate Starfish And The Hot Dog Flavored Water,album,2000-10-17
ALB978667,Hera,single,2021-11-25
ALB801949,DIO LO SA,album,2024-06-07
ALB226523,Made In Italy,album,2004-01-01
ALB875928,MY LANE,album,2024-03-01
ALB494662,Just Joshin,single,2023-01-01
ALB111199,Bollicine (Remastered),album,1983
ALB631040,Hocus pocus,album,2010-01-17
ALB852390,Crack Musica,album,2016-03-10
ALB471379,The Dark Album,album,2016-10-31
ALB647920,Twins,album,2017-06-23
ALB353672,Trap Lovers,album,2019-03-01
ALB574026,Sick Side,album,2018-01-05
ALB560498,DARK BOYS CLUB,album,2020-09-04
ALB262191,Succo Di Zenzero,album,2016-05-19
ALB957340,Hyper Sanremo,single,2025-02-04
ALB198196,La Mia Vita Rap,album,2018-12-25
ALB219122,Trap Lovers (Reloaded),album,2019-05-24
ALB578692,Black Mask,single,2017-12-11
ALB825779,Fiumi,album,2017-12-30
ALB658978,Supereroi,album,2017-02-17
ALB223295,La trap come il PIL,single,2022-01-07
ALB858265,Dio perdona io no,album,2019-10-25
ALB921367,"Dobrá Duše, Srdce ze Zlata",album,2019-12-06
ALB666017,TARANTINO (Personal 64 Bars),single,2025-02-07
ALB113930,SurreAle,album,2021-08-27
ALB584303,THE NOIR SIDE,album,2025-05-31
ALB384607,Scienza Doppia H,album,1998
ALB311806,Anima E Ghiaccio,album,2012-02-01
ALB699010,Adversus,album,2018-11-16
ALB879424,Odio Pieno,album,1997
ALB809093,Incompatibile (Hip Hop selection),compilation,2002-01-01
ALB679725,Dead poets,album,2016-12-20
ALB306382,Bentornati nel paese dei mostri,album,2003
ALB901910,"Solo lei ha quel che voglio 2021 (feat. Tiziano Ferro, Guè & Marracash)",single,2021-05-27
ALB634412,Originali,album,2021-06-03
ALB550050,Sotto effetto stono,album,1997-03-10
ALB242514,La mia coccinella,single,1994-11-13
ALB488545,Sotto lo stesso effetto,album,1999-01-21
ALB815057,Playlist: Sottotono,compilation,2016-11-25
ALB325164,...In teoria,album,2001-03-02
ALB423463,fuorilegge,single,2025-02-12
ALB922452,WE 2FLY,single,2024-08-02
ALB573556,Eclissi,album,2022-05-12
ALB165844,Pensando a te Rap Italiano Game Over,compilation,2022-02-11
ALB576622,Balorda nostalgia,single,2025-02-12
ALB177501,CUORICINI,single,2025-02-12
ALB953252,Il mio lato peggiore,album,2025-05-16
ALB853754,LOCURA (Jam),album,2025-06-04
ALB174591,Ciao Ciao,single,2022-02-02
ALB494151,Sindrome di Tôret,album,2017-10-06
ALB549635,La Cura,album,2021-12-03
ALB995656,Goleador (Gold Edition),album,2019-07-19
ALB392857,"The Illest, Vol. 3",album,2023-01-27
ALB759762,SFIGA,single,2022-06-17
ALB930955,Diamanti e fango,album,2019-11-15
ALB335900,Io Grido,album,2011-05-03
ALB171372,Segnali di fumo,album,2017-05-03
ALB980743,Elder's Advice,single,2024-11-13
ALB718358,Perché Si,album,1999-12-20
ALB302396,MUSICA ETERNA,album,2024-11-29
ALB480737,ABC,single,2021-12-16
ALB284574,Piccolo principe,album,2024-01-26
ALB890500,PRIMA FILA,album,2022-10-14
ALB678774,Jenny e la bambola,album,1974-07-27
ALB242246,XDVR Reloaded,album,2015-11-23
ALB468164,Don't Worry (Best of 2005-2020),compilation,2020-12-10
ALB362909,Ajo,single,2023-07-25
ALB985392,SANTANA MONEY GANG,album,2025-04-10
ALB762143,Luna Lovers,album,2023-10-06
ALB820399,Vicarium,album,2023-04-14
ALB353748,FERITE,album,2024-05-03
ALB111094,DAJE ANDRE!!!,single,2024-12-12
ALB408923,VERA BADDIE,album,2024-06-27
ALB507314,Anna Pepe,single,2022-05-27
ALB407078,Northside Melodies,album,2024-05-31
ALB184543,The Muppet Cypher,single,2023-02-12
ALB423205,Lovesexy,album,1988-05-10
ALB462519,HO LA HIT (feat. Massimo Pericolo),single,2022-04-07
ALB607928,Birds In The Trap Sing McKnight,album,2016-09-16
ALB675994,sneakz,single,2024-10-30
ALB939744,Ho Visto Anche Degli Zingari Felici,album,2007-03-14
ALB517470,BALAKLUB - what up,single,2021-11-18
ALB880044,LISTA 47,album,2022-06-16
ALB107747,Mafia Slime 2,album,2025-01-17
ALB833270,Tip Tap,single,2024-11-29
ALB990828,Trap Fatta Bene,album,2024-04-19
ALB443998,Gesù Bambino,album,2022-10-07
ALB332371,DEMON THALES,album,2024-02-29
ALB804246,Terrorista,single,2020-08-03
ALB218898,KG,album,2025-05-29
ALB822860,Per non Morire Mai,single,2020-03-31
ALB569476,BIGTEAM BIGDREAM,single,2025-05-04
ALB539851,Capra Records Toaster and Dj's Vol. 1,compilation,2023-01-25
ALB880285,Genkidama,album,2017-07-25
ALB150178,Triste,album,2019-05-17
ALB615551,Ubriaco (per davvero),single,2020-08-06
ALB279606,Me ne batto r'belin,single,2020-07-09
ALB825898,Paninaro 2.0,album,2018-09-21
ALB560706,Ragazzi popolari,single,2020-07-23
ALB561592,Nella Pancia Della Balena (con The Kolors),single,2020-05-29
ALB634486,Canzoni Popolari,single,2021-02-12
ALB860312,Zanzare (feat. Jacopo Et),single,2020-08-20
ALB487661,Légende Ed. Diamond,album,2022-11-25
ALB696420,SANTANA MONEY GANG,album,2025-04-10
ALB744805,FERITE,album,2024-05-03
ALB309568,SPIETATO,single,2023-05-26
ALB806131,"COUNCIL ESTATE, VOL. 2",single,2023-07-07
ALB194499,Il mio lato peggiore,album,2025-05-16
ALB127232,Pezzi,album,2017-12-08
ALB845005,LA CARA DEL MOVIMIENTO,album,2025-04-04
ALB370979,Tutti Manifesti,album,2019-07-12
ALB491856,Il giorno dopo (Gli Indimenticabili),album,1973
ALB963726,FOMO,album,2025-06-13
ALB981472,Scusate,album,2020-04-30
ALB984863,Fruit Joint,album,2018-07-20
ALB537625,Scusate se esistiamo,album,2020-05-29
ALB985747,The Waiter,album,2017-05-19
ALB771095,Teoria Del Contrario Mixtape Vol. 3,album,2025-01-31
ALB527032,Fruit Joint + Gusto,album,2019-01-18
ALB501300,GTA VI (feat. Mattak & Madman) – Prod. Kanesh,single,2025-01-17
ALB872014,ANNO ZERO,single,2021-07-02
ALB645233,Latte Freestyle,single,2017-07-14
ALB804106,Teoria Del Contrario,album,2016-10-15
ALB297838,Teoria Del Contrario Mixtape Vol. 2,album,2023-03-17
ALB252626,Ultimo piano,album,2023-12-15
ALB947059,MACHETE MIXTAPE 4,album,2019-07-05
ALB976452,LUNA NERA,single,2021-09-24
ALB447037,FACCE VERE (feat. nayt),single,2022-03-15
ALB263393,FAIV,album,2022-06-03
ALB122865,X2VR,album,2023-11-17
ALB861306,Fantino Freestyle,single,2017-04-06
ALB261790,Bluetooth Freestyle,single,2017-04-06
ALB600796,SANDRO TONALI,single,2022-04-29
ALB804352,Ultimo Piano B,album,2024-07-12
ALB155638,00,single,2024-04-03
ALB370362,Playlist,album,2018-11-09
ALB776897,Hellvisback,album,2016-02-05
ALB941329,Playlist Live,album,2019-12-06
ALB764244,Hellvisback Platinum,album,2016-11-25
ALB747504,Pippat,single,2022-05-31
ALB873589,Midnite (Deluxe Version),album,2013-04-02
ALB217602,The Island Chainsaw Massacre,album,2011-02-01
ALB538232,FLOP,album,2021-10-01
ALB479000,MACHETE MIXTAPE 4,album,2019-07-05
ALB305012,CVLT,album,2023-11-03
ALB609803,Estate dimmerda,single,2017-07-21
ALB559664,"Machete Mixtape, Vol. 3",compilation,2014-09-23
ALB627907,Machete Mixtape Gold Edition,compilation,2015-10-30
ALB920399,23 6451,album,2019-11-15
ALB884628,RANCH,album,2025-05-09
ALB773753,Fenomeno,album,2017-04-07
ALB617563,Death USB,album,2012-06-30
ALB380497,CVLT - HELLRAISERS,album,2024-05-17
ALB470222,BLOCCO 181 – ORIGINAL SOUNDTRACK,album,2022-05-27
ALB281428,S.A.L.M.O. Documentary,album,2014-06-17
ALB166665,64 BARRE DA CENSURA (Red Bull 64 Bars),single,2024-05-10
ALB551061,Rap Italiano Game Over Spring 2024,compilation,2024-11-03
ALB194006,Salmos 999,single,2024-01-01
ALB939451,I've Tried Everything But Therapy (Part 2),album,2025-01-24
ALB155834,In Un Solo Attimo,album,2018-02-01
ALB908358,A TE E FAMIGLIA,single,2023-12-29
ALB851093,Earth Hotel,album,2014-10-17
ALB421154,Daniel 2.21,single,2023-07-24
ALB160809,VAMONOS!!!,single,2023-11-30
ALB225513,Salmo Unplugged,album,2023-05-29
ALB500323,I Nomi del Diavolo,album,2024-03-01
ALB626830,Converse Com Deus,album,2018-06-06
ALB853343,Stay Real (Veramente Però),single,2022-12-23
ALB468725,GarbAge Evilution,album,2021-02-12
ALB336357,Mare Nero,album,2017-06-06
ALB448101,Live Herald,album,2007-01-01
ALB926644,Lehár: Die lustige Witwe,album,1994-01-01
ALB121109,Background,album,2002-01-01
ALB858577,FLUSSI D'INCOSCIENZA,album,2020-08-21
ALB348672,X.O. Experience,album,2001-05-25
ALB322306,BLO II,album,2020-11-27
ALB302071,Parrandero,album,2013-09-18
ALB364742,Snake Tongue,single,2024-07-25
ALB692180,Free Blank Shots,album,2010-02-07
ALB650634,i am the one here,single,2024-09-20
ALB803644,The Island Chainsaw Massacre (The Ultimate Reloaded),album,2014
ALB759017,PENSIERI SCOMODI (feat. Tony Boy),single,2025-05-23
ALB281899,Janvier,single,2021-05-05
ALB415944,La Evolucion Musical,album,2010-11-16
ALB331248,Maria Antonietta / Torno Domani,single,2017-03-21
ALB571359,Brava,album,2019-04-19
ALB604996,Amica Pusher,single,2017-06-06
ALB383038,Torno Domani - EP,single,2017-11-03
ALB113397,Rendez-vous,single,2020-03-05
ALB341653,Lama d'argento,single,2022-06-23
ALB468466,Fata Morgana (RMX),single,2020-04-22
ALB144567,Tutto bene,single,2023-06-01
ALB182685,Spezza cuori,single,2025-01-03
ALB343958,The Smash Records Story Vol 2,compilation,2000-01-01
ALB318322,Maria Antonietta (Re-Edit),single,2018-03-21
ALB459571,Acqua su marte,single,2019-03-29
ALB545112,Dentro e fuori,album,2015-06-02
ALB222183,Nella fossa,single,2014-04-03
ALB317497,Fredda,single,2017-07-14
ALB366591,Per quel che ne so,single,2019-11-22
ALB672692,Il mio diario (Giorno),album,2006-01-01
ALB866752,2 Gocce di vodka,single,2019-07-26
ALB444172,Alibi,album,2007-06-29
ALB975976,Il mio diario (Notte),album,2006-01-01
ALB296062,Hip Hop Motel,compilation,2006
ALB995520,Non è finita qui,single,2021-02-26
ALB328836,Corri,single,2022-02-25
ALB553793,Alibi+bonus track,album,2007-06-29
ALB387448,LOCURA,album,2024-11-26
ALB955497,Vieni qua,single,2025-04-18
ALB382983,"Estate 2019 (Raccolta canzoni estive, canzoni da spiaggia, musica del momento giugno luglio agosto)",album,2019-06-07
ALB185917,E' complicato,single,2021-01-26
ALB988113,PRIMA DEL PRIMA,album,2025-02-07
ALB880510,Rolling Papers (feat. Tormento),single,2025-04-04
ALB656206,The Flowering of Love - Beautiful Arias and Sacred Songs of the Baroque,compilation,2000-01-01
ALB583405,Torcida,single,2024-05-10
ALB844233,Misantropo a senso unico,album,2000-10-13
ALB477826,Qui è selvaggio,album,2011-01-01
ALB652338,Psicotropa,single,2021-03-05
ALB791377,Sotto effetto stono,album,1997-03-10
ALB332735,C U ☉ R E,album,2024-11-27
ALB101277,Tormentoni,compilation,2013-07-08
ALB533400,Il mio lato peggiore,album,2025-05-16
ALB131445,Disco X,album,2023-06-09
ALB768964,B-Lady,album,2009-11-20
ALB838093,Karmadillo (feat. Caneda & Tormento),single,2017-06-23
ALB710122,Alieno,single,2024-12-06
ALB552733,Predators,single,2020-05-22
ALB937921,Suicidol,album,2015-05-26
ALB610821,Danger,album,2013-07-16
ALB796903,GarbAge,album,2020-03-06
ALB555047,No Comment,album,2018-01-12
ALB535438,Suicidol Post Mortem,album,2016-06-03
ALB487036,GarbAge Evilution,album,2021-02-12
ALB375493,BV3,album,2020-10-02
ALB617769,Lucifero (prod. Yazee),single,2018-10-24
ALB968558,OUTSIDER,album,2023-10-10
ALB909358,MACHETE MIXTAPE 4,album,2019-07-05
ALB346610,Rotten 2,single,2024-12-06
ALB468290,Magic boulevard,album,2019-12-12
ALB601260,Per un paio di dollari,single,2024-10-25
ALB754134,Scappa,single,2025-04-11
ALB404107,Machete Mixtape Gold Edition,compilation,2015-10-30
ALB803459,2.7.0,album,2020-09-03
ALB686917,LA BELLAVITA,album,2025-03-28
ALB758768,Accepted Eclectic,album,2001-03-06
ALB563823,LOVE,album,2018-09-21
ALB921734,Milano Angels,album,2024-09-06
ALB374681,Auto Blu,single,2020-03-26
ALB619366,Mon Fre (feat. Emis Killa),single,2019-07-19
ALB541942,Soldi in Nero (feat. Sfera Ebbasta),single,2019-11-28
ALB156181,Bossoli,single,2019-09-05
ALB318392,Routine EP,album,2020-01-31
ALB197141,Angels & Demons,single,2024-12-19
ALB589617,Syrup,single,2023-09-14
ALB697463,Milano Demons,album,2022-11-25
ALB510023,Solo,album,2018-03-26
ALB594882,Dolce vita,album,2021-06-11
ALB475094,Non sto più in zona,single,2019-10-03
ALB806440,Motta Shiva Ketta Shiva (Original Motion Picture Soundtrack),album,2017-05-02
ALB772444,Dark Love EP,album,2022-06-24
ALB692632,MILANO TESTAROSSA (feat. Guè),single,2024-07-19
ALB696336,Santana Season,album,2023-06-09
ALB135956,Aston Martin (feat. Headie One),single,2021-12-17
ALB477616,Take 1,single,2020-07-09
ALB889014,SANTANA MONEY GANG,album,2025-04-10
ALB671774,Radar,single,2019-01-18
ALB407462,Schiena,album,2013-01-01
ALB163711,Tempo anima,album,2017-01-27
ALB983400,3/2 - EP,single,2020-03-06
ALB576285,Take 3,single,2021-11-19
ALB239877,My Vinyl Weighs a Ton,album,1999
ALB391317,Jackson-SHIVA,single,2025-03-19
ALB264001,"EVERYDAY (feat. Shiva, ANNA, Geolier)",single,2023-10-13
ALB162844,Spirito,single,2017-05-04
